
# Curve 0 of 1, 232 points
# Curve title: ""prob_dist.dat" u 1:(-log($2)/30 + log(A_max)/30)"
# x y type
 2.24031  0.0867043  i
 2.26052  0.0864501  i
 2.28074  0.0878485  i
 2.30096  0.089943  i
 2.32117  0.0915251  i
 2.34139  0.0905459  i
 2.3616  0.0943427  i
 2.38182  0.0955119  i
 2.40203  0.0982712  i
 2.42225  0.0978237  i
 2.44246  0.0999202  i
 2.46268  0.101282  i
 2.4829  0.101534  i
 2.50311  0.102166  i
 2.52333  0.106197  i
 2.54354  0.104872  i
 2.56376  0.106954  i
 2.58397  0.110026  i
 2.60419  0.109359  i
 2.62441  0.111951  i
 2.64462  0.113109  i
 2.66484  0.114704  i
 2.68505  0.114277  i
 2.70527  0.117633  i
 2.72548  0.118166  i
 2.7457  0.117621  i
 2.76592  0.1221  i
 2.78613  0.124291  i
 2.80635  0.127421  i
 2.82656  0.127801  i
 2.84678  0.127444  i
 2.86699  0.127823  i
 2.88721  0.131119  i
 2.90742  0.136986  i
 2.92764  0.138947  i
 2.94786  0.136583  i
 2.96807  0.138175  i
 2.98829  0.138827  i
 3.0085  0.142619  i
 3.02872  0.143082  i
 3.04893  0.145453  i
 3.06915  0.144643  i
 3.08937  0.147914  i
 3.10958  0.148836  i
 3.1298  0.152178  i
 3.15001  0.152712  i
 3.17023  0.153249  i
 3.19044  0.154766  i
 3.21066  0.156507  i
 3.23088  0.158322  i
 3.25109  0.156269  i
 3.27131  0.160061  i
 3.29152  0.167162  i
 3.31174  0.162447  i
 3.33195  0.170009  i
 3.35217  0.172022  i
 3.37238  0.169478  i
 3.3926  0.171185  i
 3.41282  0.177793  i
 3.43303  0.178636  i
 3.45325  0.181117  i
 3.47346  0.178778  i
 3.49368  0.179944  i
 3.51389  0.184941  i
 3.53411  0.184804  i
 3.55433  0.18728  i
 3.57454  0.189505  i
 3.59476  0.189325  i
 3.61497  0.190796  i
 3.63519  0.189782  i
 3.6554  0.194813  i
 3.67562  0.195516  i
 3.69584  0.198733  i
 3.71605  0.207192  i
 3.73627  0.206115  i
 3.75648  0.206993  i
 3.7767  0.216167  i
 3.79691  0.221967  i
 3.81713  0.211128  i
 3.83734  0.213608  i
 3.85756  0.224748  i
 3.87778  0.221901  i
 3.89799  0.215091  i
 3.91821  0.213025  i
 3.93842  0.237113  i
 3.95864  0.245941  i
 3.97885  0.227243  i
 3.99907  0.232247  i
 4.01929  0.236569  i
 4.0395  0.243173  i
 4.05972  0.243409  i
 4.07993  0.241935  i
 4.10015  0.245683  i
 4.12036  0.244118  i
 4.14058  0.262573  i
 4.1608  0.252471  i
 4.18101  0.263048  i
 4.20123  0.269975  i
 4.22144  0.263523  i
 4.24166  0.307072  i
 4.26187  0.29772  i
 4.28209  0.344172  i
 4.3023  0.307788  i
 4.32252  0.267896  i
 4.34274  0.291241  i
 4.36295  0.322023  i
 4.38317  0.30875  i
 4.40338  0.34561  i
 4.4236  0.309231  i
 4.44381  0.299883  i
 4.46403  NaN  u
 4.48425  0.346578  i
 4.50446  NaN  u
 4.52468  0.347059  i
 4.54489  0.347302  i
 4.56511  NaN  u
 4.58532  0.347794  i
 4.60554  0.348033  i
 4.62576  NaN  u
 4.64597  NaN  u
 4.66619  NaN  u
 4.6864  0.312391  i

