
% frame   10000
% time 999.901
% report fiber:force
% identity      posX      posY    forceX    forceY   tension
%   fiber f1:0001
        97     1.779    -1.815    -0.045     0.019    -0.032
        97     1.730    -1.728    -0.015    -0.030    -0.001
        97     1.681    -1.641    -0.032    -0.005     0.000
%   fiber f1:0098
        98     1.294    -0.806     0.023    -0.015     0.015
        98     1.287    -0.706     0.000     0.004     0.011
        98     1.279    -0.607     0.006    -0.027     0.038
        98     1.272    -0.507     0.028     0.003     0.036
        98     1.265    -0.407    -0.056    -0.036     0.067
        98     1.258    -0.307    -0.043     0.002     0.061
        98     1.250    -0.208    -0.039    -0.024     0.081
        98     1.243    -0.108     0.035     0.023     0.059
        98     1.236    -0.008     0.039     0.029     0.032
        98     1.229     0.092    -0.014     0.035    -0.004
        98     1.221     0.191     0.014    -0.004     0.000
%   fiber f1:0099
        99     0.774     1.919    -0.028    -0.012     0.002
        99     0.804     1.823    -0.011     0.007     0.017
        99     0.834     1.728    -0.022    -0.011     0.018
        99     0.864     1.633     0.005    -0.005     0.017
        99     0.894     1.537     0.020    -0.019    -0.003
        99     0.924     1.442    -0.001     0.014     0.015
        99     0.954     1.346    -0.015    -0.022     0.003
        99     0.984     1.251     0.011    -0.019    -0.014
        99     1.014     1.156    -0.020    -0.001    -0.004
        99     1.044     1.060     0.007    -0.013    -0.013
        99     1.074     0.965    -0.001     0.008     0.000
%   fiber f1:0100
       100     1.187     0.151     0.000     0.000    -0.002
       100     1.210     0.054     0.000     0.000    -0.003
       100     1.233    -0.044     0.004     0.001    -0.005
       100     1.256    -0.141    -0.001    -0.008    -0.014
       100     1.279    -0.238    -0.025    -0.038    -0.047
       100     1.302    -0.336    -0.062    -0.014    -0.047
       100     1.325    -0.433    -0.049     0.029    -0.009
       100     1.348    -0.530    -0.071    -0.021    -0.015
       100     1.371    -0.628    -0.028    -0.057    -0.066
       100     1.394    -0.725    -0.005     0.052    -0.015
       100     1.417    -0.822     0.059     0.031     0.000
% end
